,Status,County,List Price,Subdivision/Neighborhood,Style,Beds,Bathrooms Full,Bathrooms Half,Levels/Stories,Fireplaces Total,Basement YN,Lot Size SqFt,Year Built,Close Date,Close Price,Concessions Amt 
0,Coming Soon,Anne Arundel County,"$300,000 ",AA COUNTY,Split Foyer,3,1,1.0,2.0,,Yes,5040.0,1986,,,
1,Coming Soon,Anne Arundel County,"$325,000 ",MAPLE GLEN ESTATES,Split Foyer,3,2,,2.0,,Yes,7000.0,1984,,,
2,Coming Soon,Anne Arundel County,"$325,000 ",WELLHAM HEIGHTS,Ranch/Rambler,3,2,,2.0,,Yes,9600.0,1950,,,
3,Coming Soon,Howard County,"$350,000 ",HICKORY RIDGE,Contemporary,3,2,1.0,4.0,1.0,Yes,2990.0,1977,,,
4,Coming Soon,Anne Arundel County,"$364,900 ",MARYLAND CITY,Ranch/Rambler,4,2,,2.0,1.0,Yes,6900.0,1964,,,
5,Coming Soon,Montgomery County,"$368,500 ",WILLOWDALE,Cape Cod,5,3,,3.0,1.0,Yes,6655.0,1953,,,
6,Coming Soon,,"$375,000 ",GLEN BURNIE PARK,Split Level,3,2,,4.0,,Yes,6826.0,1957,,,
7,Coming Soon,Anne Arundel County,"$399,900 ",ODENTON GARDENS,Cape Cod,3,2,,2.0,,No,11441.0,1955,,,
8,Coming Soon,Carroll County,"$399,999 ",FREEDOM FOREST,Ranch/Rambler,3,2,1.0,2.0,1.0,Yes,18730.0,1967,,,
9,Coming Soon,Montgomery County,"$419,000 ",CHADSWOOD,Split Level,4,2,,3.0,1.0,Yes,5229.0,1985,,,
10,Coming Soon,Carroll County,"$425,000 ",MELSTONE VALLEY,Contemporary,3,2,1.0,2.0,,No,8466.0,1994,,,
11,Coming Soon,Prince George's County,"$425,000 ",SANDY SPRING ESTATES,Split Level,3,3,,3.0,1.0,Yes,10000.0,1976,,,
12,Coming Soon,Prince George's County,"$439,999 ",OAK CREST,Split Foyer,5,2,1.0,2.0,,Yes,11000.0,1987,,,
13,Coming Soon,Montgomery County,"$449,990 ",FLOWER HILL,Split Foyer,3,2,1.0,2.0,1.0,Yes,7461.0,1983,,,
14,Coming Soon,Montgomery County,"$449,999 ",KINGSWELL,Ranch/Rambler,3,2,,2.0,1.0,Yes,6308.0,1958,,,
15,Coming Soon,Howard County,"$450,000 ",NORTH RIDGE,Colonial,3,2,1.0,3.0,,Yes,6011.0,1985,,,
16,Coming Soon,Anne Arundel County,"$450,000 ",WICKLOW WOODS,Split Foyer,5,3,1.0,2.0,1.0,Yes,7182.0,1992,,,
17,Coming Soon,Montgomery County,"$469,000 ",WHEATON WOODS,Raised Ranch/Rambler,3,2,,2.0,,Yes,10939.0,1952,,,
18,Coming Soon,Montgomery County,"$475,000 ",DEER PARK,Ranch/Rambler,3,2,,2.0,1.0,Yes,10800.0,1956,,,
19,Coming Soon,Prince George's County,"$475,000 ",ROCKY GORGE ESTATES,Ranch/Rambler,3,2,1.0,2.0,,Yes,40401.0,1959,,,
20,Coming Soon,Howard County,"$475,000 ",VILLAGE OF OWEN BROWN,Colonial,4,2,1.0,2.0,,Yes,14723.0,1977,,,
21,Coming Soon,Carroll County,"$475,000 ",AMBERLY,Colonial,4,2,1.0,3.0,1.0,Yes,9801.0,1993,,,
22,Coming Soon,Montgomery County,"$479,000 ",NONE AVAILABLE,Colonial,4,2,1.0,3.0,1.0,Yes,29787.0,1966,,,
23,Coming Soon,Howard County,"$485,000 ",MONTGOMERY MEADOWS,Bi-Level,4,2,1.0,2.0,,Yes,14501.0,1991,,,
24,Coming Soon,Howard County,"$489,900 ",BEAVERBROOK,Split Foyer,3,2,1.0,2.0,1.0,Yes,29010.0,1967,,,
25,Coming Soon,Montgomery County,"$499,900 ",ROCKLAND,Ranch/Rambler,3,1,,2.0,,Yes,10757.0,1954,,,
26,Coming Soon,Montgomery County,"$500,000 ",KENSINGTON HEIGHTS,Split Level,3,2,,3.0,,Yes,6966.0,1961,,,
27,Coming Soon,Montgomery County,"$500,450 ",WATKINS MEADOWS,Colonial,4,3,1.0,2.0,1.0,Yes,10206.0,1986,,,
28,Coming Soon,Montgomery County,"$519,900 ",WHEATON OUT RES. (2),Split Level,3,2,1.0,4.0,1.0,Yes,10500.0,1984,,,
29,Coming Soon,Howard County,"$525,000 ",ORCHARD VIEW,Split Foyer,3,3,,3.0,1.0,Yes,21475.0,1965,,,
30,Coming Soon,Howard County,"$525,000 ",COLUMBIA,Ranch/Rambler,4,3,1.0,3.0,,No,9447.0,2000,,,
31,Coming Soon,Carroll County,"$525,000 ",SYKESVILLE/ELDERSBURG,Colonial,4,2,1.0,3.5,,Yes,32234.0,2019,,,
32,Coming Soon,Howard County,"$529,900 ",KINGS CONTRIVANCE,Colonial,5,3,1.0,3.0,1.0,Yes,17990.0,1988,,,
33,Coming Soon,Howard County,"$535,000 ",MILL RIVER,Colonial,3,2,1.0,3.0,1.0,Yes,10241.0,2013,,,
34,Coming Soon,Howard County,"$539,900 ",VILLAGE OF KINGS CONTRIVANCE,"Bi-Level, Raised Ranch/Rambler, Split Level",4,3,,3.0,1.0,Yes,10900.0,1979,,,
35,Coming Soon,Anne Arundel County,"$549,900 ",NONE AVAILABLE,Ranch/Rambler,5,3,1.0,1.0,1.0,Yes,38333.0,1955,,,
36,Coming Soon,Howard County,"$549,900 ",BERRETT,Colonial,4,3,1.0,3.0,1.0,Yes,36559.0,1900,,,
37,Coming Soon,Howard County,"$550,000 ",MEADOWBROOK,Colonial,5,2,1.0,3.0,0.0,Yes,20037.6,1980,,,
38,Coming Soon,Anne Arundel County,"$550,000 ",SEVERN,Colonial,4,2,1.0,3.0,1.0,Yes,8824.0,1992,,,
39,Coming Soon,Montgomery County,"$550,000 ",LINCOLN PARK,Cape Cod,4,2,1.0,3.0,,Yes,9000.0,2002,,,
40,Coming Soon,Montgomery County,"$559,900 ",FOREST KNOLLS,Colonial,4,2,2.0,2.0,,Yes,7201.0,1964,,,
41,Coming Soon,Howard County,"$560,000 ",CEDAR ACRES,Colonial,4,2,1.0,3.0,1.0,Yes,12545.0,1988,,,
42,Coming Soon,Howard County,"$575,000 ",BRAMPTON HILLS,Colonial,4,2,1.0,3.0,1.0,Yes,15198.0,1991,,,
43,Coming Soon,Howard County,"$575,000 ",VILLAGE OF KINGS CONTRIVANCE,Colonial,4,2,1.0,2.0,1.0,Yes,7762.0,1985,,,
44,Coming Soon,Montgomery County,"$575,000 ",FAIRIDGE,Traditional,4,3,1.0,4.0,1.0,Yes,11724.0,1974,,,
45,Coming Soon,Montgomery County,"$585,000 ",SENECA WHETSTONE,Colonial,4,3,1.0,3.0,1.0,Yes,11420.0,1979,,,
46,Coming Soon,Montgomery County,"$587,918 ",CAPITOL VIEW PARK,Colonial,3,2,1.0,3.0,,Yes,6521.0,1981,,,
47,Coming Soon,Howard County,"$595,000 ",GWYNN ACRES,Ranch/Rambler,4,3,1.0,2.0,0.0,Yes,20037.0,1964,,,
48,Coming Soon,Montgomery County,"$599,000 ",COUNTRY CLUB,Cape Cod,4,2,,3.0,1.0,Yes,5009.0,1956,,,
49,Coming Soon,Howard County,"$599,900 ",VILLAGE OF HICKORY RIDGE,Colonial,4,2,1.0,3.0,1.0,Yes,8400.0,1978,,,
50,Coming Soon,Carroll County,"$599,999 ",THE PADDOCKS,"Colonial, Farmhouse/National Folk",3,2,1.0,3.0,3.0,Yes,87120.0,1900,,,
51,Coming Soon,Anne Arundel County,"$599,999 ",DISNEY ESTATES,Colonial,4,2,2.0,3.0,1.0,Yes,10780.0,1995,,,
52,Coming Soon,Howard County,"$610,000 ",ECKERS HOLLOW,Colonial,5,3,1.0,3.0,1.0,Yes,6617.0,2002,,,
53,Coming Soon,Anne Arundel County,"$610,000 ",NONE AVAILABLE,Colonial,4,2,1.0,3.0,1.0,Yes,6781.0,2018,,,
54,Coming Soon,Anne Arundel County,"$619,900 ",RUSSETT,Colonial,4,3,1.0,2.0,1.0,Yes,9451.0,2000,,,
55,Coming Soon,Montgomery County,"$624,900 ",BLUNT COMMONS,Colonial,3,3,1.0,3.0,1.0,Yes,11481.0,1997,,,
56,Coming Soon,,"$624,999 ",LONG REACH,Colonial,4,3,1.0,3.0,1.0,Yes,16204.0,1991,,,
57,Coming Soon,Montgomery County,"$625,000 ",GLENVIEW,Ranch/Rambler,3,2,,1.0,1.0,No,6650.0,1950,,,
58,Coming Soon,Howard County,"$625,000 ",RIVER GLEN,Colonial,5,2,,2.0,1.0,Yes,8762.0,1990,,,
59,Coming Soon,Howard County,"$625,000 ",SYKESVILLE,Colonial,5,4,,3.0,2.0,Yes,77972.0,1970,,,
60,Coming Soon,Howard County,"$630,000 ",VILLAGE OF KINGS CONTRIVANCE,Split Level,4,3,,3.0,1.0,No,49658.0,1980,,,
61,Coming Soon,Howard County,"$639,900 ",VILLAGE OF RIVER HILL,Colonial,4,3,1.0,3.0,1.0,Yes,5119.0,1995,,,
62,Coming Soon,Baltimore County,"$645,000 ",PATAPSCO WOODS,Contemporary,4,3,1.0,3.0,1.0,Yes,14209.0,1989,,,
63,Coming Soon,Montgomery County,"$648,000 ",QUINCE ORCHARD PARK,Colonial,3,3,1.0,3.0,1.0,Yes,2707.0,1998,,,
64,Coming Soon,Howard County,"$649,000 ",GRAY ROCK FARM,Raised Ranch/Rambler,3,3,,2.0,1.0,Yes,23238.0,1988,,,
65,Coming Soon,Howard County,"$650,000 ",ANGELA VALLEY,Colonial,4,3,1.0,3.0,2.0,Yes,16510.0,1990,,,
66,Coming Soon,Howard County,"$650,000 ",HAMMOND PARK,Split Foyer,4,2,,2.0,1.0,Yes,22564.0,1962,,,
67,Coming Soon,Anne Arundel County,"$650,000 ",FOREST CREEK PROPERTY,Colonial,5,3,1.0,3.0,1.0,Yes,10424.0,2009,,,
68,Coming Soon,Prince George's County,"$655,000 ",ACCOKEEK,Contemporary,0,0,,3.0,1.0,Yes,10728.0,1977,,,
69,Coming Soon,Howard County,"$675,000 ",RIVER MILLS,Colonial,4,2,1.0,2.0,1.0,Yes,7298.0,1988,,,
70,Coming Soon,Anne Arundel County,"$680,000 ",SHIPLEY HOMESTEAD,Colonial,4,3,1.0,2.0,1.0,Yes,6382.0,2018,,,
71,Coming Soon,Howard County,"$685,000 ",BEECHWOOD HEIGHTS,Colonial,5,3,,3.0,1.0,Yes,23278.0,1992,,,
72,Coming Soon,Montgomery County,"$687,000 ",THE VISTAS AT WOODCLIFFE PARK,Colonial,4,3,1.0,3.0,,Yes,12031.0,2001,,,
73,Coming Soon,Montgomery County,"$709,900 ",POTOMAC RIDGE,Ranch/Rambler,5,3,,2.0,,Yes,6061.0,1985,,,
74,Coming Soon,Howard County,"$715,000 ",GRAY ROCK FARM,Colonial,4,2,1.0,3.0,1.0,Yes,21789.0,1987,,,
75,Coming Soon,Montgomery County,"$715,000 ",POTOMAC CHASE,Colonial,4,2,2.0,3.0,1.0,Yes,10530.0,1988,,,
76,Coming Soon,Montgomery County,"$720,000 ",SYCAMORE ACRES,Colonial,4,3,2.0,3.0,1.0,Yes,60984.0,1966,,,
77,Coming Soon,Anne Arundel County,"$720,000 ",LENNOX PARK,"Colonial, Manor, Traditional",4,2,1.0,3.0,,Yes,32234.4,2022,,,
78,Coming Soon,,"$730,000 ",SENECA PARK NORTH,Colonial,4,3,1.0,3.0,1.0,Yes,7473.0,2000,,,
79,Coming Soon,Prince George's County,"$740,000 ",NONE AVAILABLE,"Colonial, Contemporary, Traditional",4,3,1.0,3.0,1.0,Yes,8916.0,2007,,,
80,Coming Soon,Carroll County,"$745,900 ",THE PADDOCKS,Colonial,4,3,1.0,3.0,2.0,Yes,91476.0,1996,,,
81,Coming Soon,Montgomery County,"$749,900 ",BONDBROOK,Split Level,4,2,1.0,5.0,1.0,Yes,45408.0,1977,,,
82,Coming Soon,Montgomery County,"$749,900 ",QUINCE ORCHARD VALLEY,Craftsman,4,2,1.0,3.0,1.0,Yes,12949.0,1988,,,
83,Coming Soon,Howard County,"$750,000 ",WAVERLY WOODS WEST,Traditional,2,3,1.0,2.0,1.0,Yes,8861.0,2012,,,
84,Coming Soon,Howard County,"$750,000 ",NONE AVAILABLE,Traditional,4,3,1.0,3.0,1.0,Yes,12790.0,1995,,,
85,Coming Soon,Howard County,"$759,000 ",FONT HILL,Colonial,4,2,1.0,3.0,1.0,Yes,20007.0,1995,,,
86,Coming Soon,Montgomery County,"$790,000 ",COLESVILLE OUTSIDE,Split Level,6,3,,5.0,1.0,Yes,87120.0,1977,,,
87,Coming Soon,Montgomery County,"$799,000 ",ELLENWOOD,Colonial,4,3,1.0,3.0,1.0,Yes,18568.0,1984,,,
88,Coming Soon,Montgomery County,"$819,000 ",WASHINGTONIAN WOODS,Colonial,4,2,1.0,3.0,1.0,Yes,9880.0,1989,,,
89,Coming Soon,Montgomery County,"$825,000 ",QUINCE HAVEN,Colonial,4,2,,3.0,1.0,Yes,12273.0,1994,,,
90,Coming Soon,Howard County,"$829,850 ",MOUNT AIRY,Colonial,4,3,,3.0,1.0,Yes,130680.0,1991,,,
91,Coming Soon,Baltimore County,"$850,000 ",POTOMAC COMMONS,Split Level,4,2,1.0,3.0,1.0,Yes,10550.0,1971,,,
92,Coming Soon,Howard County,"$850,000 ",WEST FRIENDSHIP,Ranch/Rambler,3,3,1.0,2.0,2.0,Yes,163786.0,1990,,,
93,Coming Soon,Montgomery County,"$889,000 ",NONE AVAILABLE,Contemporary,5,3,1.0,3.0,1.0,Yes,11475.0,1986,,,
94,Coming Soon,Howard County,"$895,000 ",NONE AVAILABLE,Contemporary,7,7,1.0,2.0,2.0,Yes,124582.0,1951,,,
95,Coming Soon,Montgomery County,"$899,900 ",REGENCY ESTATES,Colonial,5,3,2.0,3.0,1.0,Yes,11688.0,1966,,,
96,Coming Soon,Montgomery County,"$899,900 ",KENSINGTON VIEW,Craftsman,5,4,1.0,3.0,1.0,Yes,10622.0,2001,,,
97,Coming Soon,Howard County,"$900,000 ",MARRIOTTSVILLE,Colonial,5,4,1.0,3.0,1.0,Yes,184259.0,1993,,,
98,Coming Soon,Howard County,"$925,000 ",CLARKS GLEN,Colonial,4,2,1.0,3.0,1.0,Yes,10629.0,1999,,,
99,Coming Soon,Anne Arundel County,"$949,000 ",ARUNDEL FOREST,Traditional,4,3,2.0,3.0,1.0,Yes,13398.0,2018,,,
100,Coming Soon,Montgomery County,"$950,000 ",WESTGATE,Traditional,3,2,1.0,3.0,1.0,Yes,9025.0,1940,,,
101,Coming Soon,Montgomery County,"$950,000 ",FOX HILLS WEST,"Colonial, Traditional",4,2,1.0,3.0,1.0,Yes,10527.0,1970,,,
102,Coming Soon,Howard County,"$950,000 ",WOODFORDS GRANT,Colonial,5,3,1.0,3.0,1.0,Yes,40000.0,1998,,,
103,Coming Soon,Howard County,"$975,000 ",SPRINGDALE ESTATES,Contemporary,5,4,1.0,3.0,2.0,Yes,138521.0,2000,,,
104,Coming Soon,Montgomery County,"$989,000 ",QUINCE ORCHARD KNOLLS,Colonial,4,3,1.0,3.0,1.0,Yes,10112.0,1992,,,
105,Coming Soon,Montgomery County,"$999,000 ",NORTH SPRINGBROOK,Craftsman,6,4,,3.0,,Yes,46950.0,2021,,,
106,Coming Soon,Montgomery County,"$1,000,000 ",LAKELANDS,Colonial,4,3,1.0,3.0,1.0,Yes,5478.0,2000,,,
107,Coming Soon,Montgomery County,"$1,049,000 ",INVERNESS WOODS,Colonial,4,3,1.0,3.0,1.0,Yes,9870.0,1980,,,
108,Coming Soon,Howard County,"$1,075,000 ",MORGAN STATION,Colonial,6,4,1.0,4.0,2.0,Yes,187308.0,1991,,,
109,Coming Soon,Montgomery County,"$1,099,000 ",CHARRED OAK ESTATES,"Contemporary, Mid-Century Modern",5,4,,2.0,2.0,No,22482.0,1961,,,
110,Coming Soon,Howard County,"$1,198,000 ",DANIELS MILL OVERLOOK,Colonial,5,4,1.0,3.0,1.0,Yes,12599.0,2000,,,
111,Coming Soon,Montgomery County,"$1,199,000 ",NONE AVAILABLE,Other,4,3,1.0,2.0,2.0,No,24053.0,1959,,,
112,Coming Soon,Howard County,"$1,200,000 ",COUNTRY SPRINGS,Colonial,4,4,2.0,3.0,3.0,Yes,133729.0,1998,,,
113,Coming Soon,Howard County,"$1,200,000 ",SPRING VALLEY CHASE,Colonial,6,4,1.0,3.0,3.0,Yes,134600.0,2000,,,
114,Coming Soon,Montgomery County,"$1,250,000 ",ROSE HILL FALLS,Colonial,4,4,1.0,3.0,1.0,Yes,12890.0,1993,,,
115,Coming Soon,Howard County,"$1,250,000 ",RESERVE AT VISTA RIDGE,Traditional,5,4,1.0,3.0,2.0,Yes,42035.0,2015,,,
116,Coming Soon,Montgomery County,"$1,395,000 ",POTOMAC,Craftsman,4,3,1.0,3.5,2.0,Yes,88427.0,1997,,,
117,Coming Soon,Montgomery County,"$1,399,900 ",NORTH BETHESDA GROVE,Transitional,5,4,1.0,3.0,1.0,Yes,6773.0,2019,,,
118,Coming Soon,Montgomery County,"$1,695,000 ",ENGLISH VILLAGE,Craftsman,6,5,1.0,3.0,1.0,Yes,14224.0,2021,,,
119,Coming Soon,Montgomery County,"$1,699,000 ",GREENACRES,Colonial,4,5,1.0,4.0,2.0,Yes,5250.0,2012,,,
120,Coming Soon,Howard County,"$1,700,000 ",TRIADELPHIA FARMS,Traditional,5,5,1.0,3.0,1.0,Yes,158123.0,2000,,,
121,Coming Soon,Montgomery County,"$1,750,000 ",AL MARAH,"Colonial, Dutch",5,5,1.0,3.0,4.0,Yes,15296.0,1979,,,
122,Coming Soon,,"$1,798,000 ",POTOMAC VILLAGE,"Colonial, Traditional",6,5,1.0,3.0,2.0,Yes,20310.0,1980,,,
123,Coming Soon,Harford County,"$1,900,999 ",HIGHLAND,Traditional,7,5,2.0,2.0,,No,100188.0,1899,,,
124,Coming Soon,Montgomery County,"$2,450,000 ",GREENWICH FOREST,"Colonial, Contemporary, Transitional",5,6,,3.0,1.0,Yes,15502.0,2004,,,
125,Coming Soon,Montgomery County,"$2,475,000 ",SOMERSET HEIGHTS,Traditional,6,5,1.0,4.0,,Yes,7534.0,1955,,,
126,Coming Soon,Montgomery County,"$2,549,000 ",CHEVY CHASE,Dutch,5,5,1.0,3.0,1.0,Yes,7500.0,1920,,,
127,Coming Soon,Montgomery County,"$2,575,000 ",SOMERSET HEIGHTS,Traditional,6,5,1.0,4.0,,Yes,6645.0,2022,,,
128,Coming Soon,Montgomery County,"$2,690,000 ",CHEVY CHASE MANOR,Farmhouse/National Folk,6,5,1.0,4.0,1.0,Yes,7800.0,2021,,,
129,Active,Carroll County,"$35,000 ",SYKESVILLE,Cottage,3,1,,2.5,,Yes,32670.0,1919,,,
130,Active,Anne Arundel County,"$179,999 ",WINTON WOODS,Bungalow,2,1,0.0,2.0,,Yes,23811.0,1950,,,
131,Active,Howard County,"$194,900 ",HARWOOD PARK,Cape Cod,2,1,,3.0,,Yes,9000.0,1955,,,
132,Active,Anne Arundel County,"$199,000 ",LINTHICUM,Colonial,3,2,1.0,2.0,,Yes,10080.0,1906,,,
133,Active,Baltimore County,"$224,000 ",WESTCHESTER,Ranch/Rambler,2,1,,1.0,,Yes,10725.0,1915,,,
134,Active,Anne Arundel County,"$224,900 ",GARLAND PARK,Cape Cod,3,1,0.0,3.0,,Yes,6000.0,1942,,,
135,Active,Carroll County,"$289,900 ",NONE AVAILABLE,Ranch/Rambler,2,2,,1.0,,Yes,8200.0,1987,,,
136,Active,Anne Arundel County,"$299,900 ",GLEN BURNIE HEIGHTS,Split Foyer,2,2,0.0,2.0,,Yes,5040.0,1986,,,
137,Active,Prince George's County,"$299,900 ",FAIRLAWN,Ranch/Rambler,3,2,,2.0,,Yes,6086.0,1951,,,
138,Active,Anne Arundel County,"$299,900 ",GLEN BURNIE,Ranch/Rambler,2,2,,2.0,,Yes,7644.0,1940,,,
139,Active,Prince George's County,"$300,000 ",FAIRLAWN-LAUREL,Ranch/Rambler,2,1,,2.0,,No,7573.0,1951,,,
140,Active,Anne Arundel County,"$305,000 ",SHIPLEY HEIGHTS,Cape Cod,3,3,,2.0,,Yes,6950.0,1956,,,
141,Active,Anne Arundel County,"$315,000 ",LONGCROSS HOMES,Cape Cod,4,1,,3.0,,Yes,12635.0,1956,,,
142,Active,Anne Arundel County,"$315,000 ",GLEN BURNIE PARK,Split Level,4,1,1.0,3.0,1.0,No,7226.0,1964,,,
143,Active,Anne Arundel County,"$320,000 ",AA COUNTY,Ranch/Rambler,4,2,,2.0,,Yes,14810.0,1962,,,
144,Active,Montgomery County,"$325,000 ",WHEATON WOODS,Ranch/Rambler,3,1,,1.0,,No,8459.0,1954,,,
145,Active,Anne Arundel County,"$325,000 ",WOODLAWN HEIGHTS,Ranch/Rambler,3,2,,2.0,1.0,Yes,8712.0,1964,,,
146,Active,Howard County,"$325,000 ",VILLAGE OF OWEN BROWN,Ranch/Rambler,3,1,0.0,1.0,1.0,No,9801.0,1976,,,
147,Active,Anne Arundel County,"$327,500 ",ELMHURST,Split Foyer,3,2,,2.0,1.0,Yes,14908.0,1968,,,
148,Active,Howard County,"$329,900 ",NONE AVAILABLE,Colonial,3,2,1.0,2.0,,Yes,4402.0,1998,,,
149,Active,Howard County,"$329,900 ",NONE AVAILABLE,"Farmhouse/National Folk, Victorian",5,2,,2.0,,Yes,43560.0,1890,,,
150,Active,Carroll County,"$330,000 ",WOODBINE,Colonial,3,1,,2.0,,Yes,17424.0,1900,,,
151,Active,Carroll County,"$339,900 ",NONE AVAILABLE,Ranch/Rambler,3,2,,2.0,,Yes,20000.0,1962,,,
152,Active,Anne Arundel County,"$340,000 ",ALLWOOD,Raised Ranch/Rambler,3,1,,2.0,,Yes,7440.0,1972,,,
153,Active,Anne Arundel County,"$340,000 ",PARKE WEST ADD,Traditional,4,1,1.0,2.0,1.0,Yes,11000.0,1972,,,
154,Active,Anne Arundel County,"$349,900 ",GLEN BURNIE PARK,Traditional,4,1,1.0,3.0,,No,12000.0,1956,,,
155,Active,Howard County,"$350,000 ",BERRETT,Ranch/Rambler,3,1,,1.0,,No,93698.0,1984,,,
156,Active,Howard County,"$350,000 ",MOUNT AIRY,Ranch/Rambler,3,2,1.0,2.0,1.0,Yes,128502.0,1962,,,
157,Active,Prince George's County,"$357,000 ",NONE AVAILABLE,Ranch/Rambler,3,1,1.0,1.5,,Yes,20090.0,1956,,,
158,Active,,"$359,900 ",PARDEE,Cape Cod,5,3,,3.0,1.0,Yes,8750.0,1920,,,
159,Active,Anne Arundel County,"$359,900 ",NONE AVAILABLE,Traditional,4,2,,3.0,1.0,Yes,7020.0,1940,,,
160,Active,Montgomery County,"$359,999 ",EAST SPRINGBROOK,Traditional,3,1,1.0,1.0,1.0,Yes,11374.0,1954,,,
161,Active,Prince George's County,"$365,000 ",FAIRLAWN-LAUREL,Ranch/Rambler,4,2,,1.0,,No,7144.0,1951,,,
162,Active,Anne Arundel County,"$365,000 ",GLEN BURNIE,Colonial,4,3,,4.0,1.0,Yes,5000.0,1921,,,
163,Active,Anne Arundel County,"$369,900 ",THE PROVINCES,Split Foyer,3,1,2.0,2.0,,Yes,6383.0,1973,,,
164,Active,Carroll County,"$369,963 ",WOODBINE,Colonial,4,2,,2.5,,No,22041.0,1940,,,
165,Active,Anne Arundel County,"$369,999 ",GLEN BURNIE HEIGHTS,Raised Ranch/Rambler,5,2,,2.0,,Yes,8190.0,1976,,,
166,Active,Anne Arundel County,"$370,000 ",OAKDALE,Ranch/Rambler,2,1,,1.0,1.0,No,20000.0,1956,,,
167,Active,Montgomery County,"$374,900 ",GLENMONT VILLAGE,Ranch/Rambler,2,1,,1.5,,No,8700.0,1950,,,
168,Active,Howard County,"$374,900 ",LONGFELLOW,Contemporary,4,1,1.0,2.0,1.0,Yes,8491.0,1969,,,
169,Active,Howard County,"$374,900 ",ELKRIDGE,Bungalow,3,1,1.0,3.0,,Yes,15000.0,1900,,,
170,Active,Howard County,"$375,000 ",SANDALWOOD,Ranch/Rambler,3,1,1.0,2.0,1.0,Yes,7084.0,1978,,,
171,Active,Anne Arundel County,"$375,000 ",AA COUNTY,Colonial,3,2,,2.0,1.0,Yes,7800.0,1940,,,
172,Active,Anne Arundel County,"$375,000 ",AA COUNTY,Ranch/Rambler,3,2,,1.0,,No,14843.0,1920,,,
173,Active,Anne Arundel County,"$375,000 ",LINTHICUM,Raised Ranch/Rambler,3,1,1.0,1.5,1.0,Yes,7500.0,1950,,,
174,Active,Baltimore County,"$375,000 ",SUPERIOR HEIGHTS,Colonial,3,1,2.0,3.0,1.0,Yes,18177.0,1938,,,
175,Active,Anne Arundel County,"$375,000 ",GLEN BURNIE,Colonial,5,2,1.0,2.0,,Yes,15000.0,1952,,,
176,Active,Montgomery County,"$378,500 ",GARRETT FOREST,Split Level,3,1,1.0,3.0,,Yes,11882.0,1958,,,
177,Active,Howard County,"$379,900 ",SIGNAL HILL,Ranch/Rambler,4,4,,2.0,,Yes,4051.0,1991,,,
178,Active,Anne Arundel County,"$380,000 ",GLEN BURNIE PARK,Cape Cod,4,1,1.0,2.0,,Yes,6600.0,1956,,,
179,Active,Howard County,"$394,990 ",VILLAGE OF OAKLAND MILLS,Split Level,3,2,1.0,3.0,1.0,No,13906.0,1971,,,
180,Active,Anne Arundel County,"$395,000 ",MARYLAND CITY,Ranch/Rambler,4,2,,2.0,,Yes,6900.0,1964,,,
181,Active,Howard County,"$398,500 ",SYKESVILLE,Ranch/Rambler,4,3,,2.0,1.0,Yes,17600.0,1955,,,
182,Active,Montgomery County,"$399,000 ",MARYVALE,Ranch/Rambler,3,1,,1.0,,No,7203.0,1954,,,
183,Active,Montgomery County,"$399,000 ",JANETA,Colonial,3,2,1.0,3.0,,Yes,10800.0,1898,,,
184,Active,Anne Arundel County,"$399,900 ",CROMWELL MANOR,Cape Cod,4,3,,2.0,,Yes,7500.0,1951,,,
185,Active,Howard County,"$399,900 ",NOTTINGHAM VILLAGE,Colonial,3,2,1.0,3.0,1.0,Yes,4113.0,1997,,,
186,Active,Montgomery County,"$399,900 ",VEIRS MILL VILLAGE,"Colonial, Traditional",6,3,,3.0,,Yes,6391.0,1946,,,
187,Active,Baltimore County,"$399,900 ",WYNNEWOOD,Bi-Level,4,2,1.0,2.0,,Yes,8435.0,1955,,,
188,Active,Anne Arundel County,"$399,900 ",NONE AVAILABLE,Colonial,5,3,1.0,3.0,,Yes,6600.0,1957,,,
189,Active,Montgomery County,"$400,000 ",NORTHWOOD VILLAGE,Cape Cod,2,2,0.0,2.5,1.0,Yes,8083.0,1952,,,
190,Active,Carroll County,"$414,900 ",OKLAHOMA,Split Foyer,4,2,0.0,2.0,0.0,Yes,22912.0,1983,,,
191,Active,Anne Arundel County,"$414,900 ",AA COUNTY,Split Level,4,2,,2.0,1.0,Yes,6000.0,1964,,,
192,Active,Howard County,"$415,000 ",MAYFIELD MANOR,Split Foyer,3,1,1.0,2.0,,Yes,7000.0,1985,,,
193,Active,Carroll County,"$415,000 ",CARROLL SQUARE,Split Foyer,4,2,0.0,2.0,1.0,Yes,16800.0,1973,,,
194,Active,Anne Arundel County,"$415,000 ",MCCARRON,Split Foyer,3,3,,2.0,1.0,Yes,40048.0,1977,,,
195,Active,Prince George's County,"$419,000 ",MONTPELIER FOREST,Split Level,4,3,,2.0,1.0,Yes,9923.0,1979,,,
196,Active,Prince George's County,"$419,000 ",TALBOTT ESTATES,Cape Cod,4,3,1.0,3.0,,Yes,6500.0,1944,,,
197,Active,Baltimore County,"$419,900 ",ROCKWOOD,Split Foyer,3,2,1.0,1.5,1.0,Yes,5730.0,1984,,,
198,Active,Anne Arundel County,"$419,900 ",THE PROVINCES,Colonial,4,2,1.0,2.0,,No,6315.0,1975,,,
