,Status,County,List Price,Subdivision/Neighborhood,Style,Beds,Bathrooms Full,Bathrooms Half,Levels/Stories,Fireplaces Total,Basement YN,Lot Size SqFt,Year Built,Close Date,Close Price,Concessions Amt 
3939,Closed,Montgomery County,"$750,000 ",COLESVILLE OUTSIDE,Colonial,5,4,,3.0,1.0,Yes,78862.0,2013,3/29/2021,"$814,000 ",
3940,Closed,Montgomery County,"$808,000 ",CARTER HILL,Colonial,6,3,1.0,3.0,2.0,Yes,18875.0,1973,6/17/2021,"$815,000 ",
3941,Closed,Montgomery County,"$815,000 ",HUNTING HILLS WOODS,Split Level,4,3,,3.0,1.0,No,13153.0,1986,6/18/2021,"$815,000 ",
3942,Closed,Montgomery County,"$825,000 ",ORCHARD HILLS,Colonial,4,3,1.0,3.0,1.0,Yes,10218.0,1987,5/13/2021,"$815,000 ",
3943,Closed,Montgomery County,"$815,000 ",WESTLEIGH,Colonial,5,3,1.0,3.0,1.0,Yes,11089.0,1979,6/25/2021,"$815,000 ",
3944,Closed,Montgomery County,"$799,000 ",DARNESTOWN OUTSIDE,Colonial,5,3,2.0,3.0,1.0,Yes,18175.0,2001,2/3/2021,"$815,000 ",
3945,Closed,Montgomery County,"$750,000 ",WOODLEY GARDENS,Colonial,4,2,1.0,3.0,1.0,Yes,13242.0,1966,6/4/2021,"$815,000 ",
3946,Closed,Montgomery County,"$815,000 ",KENSINGTON HEIGHTS,Colonial,5,3,1.0,2.0,1.0,Yes,7624.0,1992,4/15/2021,"$815,000 ",
3947,Closed,Montgomery County,"$780,000 ",QUINCE ORCHARD PARK,Colonial,5,3,1.0,3.0,1.0,Yes,5969.0,2002,6/4/2021,"$815,000 ",
3948,Closed,Saint Mary's County,"$799,900 ",ROCKY GORGE,Colonial,5,5,,3.0,1.0,Yes,14002.0,2013,4/30/2021,"$815,000 ",
3949,Closed,Howard County,"$850,000 ",RIVER HILL,Colonial,5,3,1.0,3.0,1.0,Yes,14871.0,1996,6/4/2021,"$815,000 ",$600 
3950,Closed,Howard County,"$750,000 ",CASCADE OVERLOOK,Colonial,5,3,1.0,3.0,1.0,Yes,7840.8,2013,5/24/2021,"$815,000 ",
3951,Closed,Howard County,"$839,900 ",ELLICOTT CITY,"Colonial, Farmhouse/National Folk",4,3,1.0,3.0,1.0,Yes,38598.0,2006,6/17/2021,"$815,000 ",
3952,Closed,Howard County,"$800,000 ",WAVERLY WOODS WEST,Colonial,4,4,1.0,3.0,1.0,Yes,7827.0,2016,6/25/2021,"$815,000 ",
3953,Closed,Montgomery County,"$775,000 ",POTOMAC HIGHLANDS,Ranch/Rambler,5,3,,2.0,2.0,Yes,46173.0,1961,3/5/2021,"$816,000 ",
3954,Closed,Montgomery County,"$739,900 ",NEW MARK COMMONS,"Contemporary, Mid-Century Modern, Split Foyer",4,3,,2.0,1.0,Yes,10502.0,1972,5/17/2021,"$816,422 ",
3955,Closed,Montgomery County,"$775,000 ",POTOMAC WOODS,"Colonial, Split Level",4,2,1.0,5.0,1.0,Yes,9450.0,1966,3/12/2021,"$817,000 ",
3956,Closed,Howard County,"$750,000 ",CLARKSVILLE RIDGE,Post & Beam,3,2,1.0,3.0,1.0,Yes,53579.0,2005,2/25/2021,"$817,375 ",
3957,Closed,Montgomery County,"$800,000 ",GLENBROOK VILLAGE,Colonial,4,2,0.0,3.0,2.0,Yes,8596.0,1941,6/4/2021,"$820,000 ",
3958,Closed,Montgomery County,"$759,000 ",MAPLEWOOD MANOR,"Mid-Century Modern, Ranch/Rambler, Split Level",3,2,1.0,3.0,1.0,Yes,11587.0,1955,4/23/2021,"$820,000 ",
3959,Closed,Montgomery County,"$729,000 ",OWENS GLEN,Colonial,4,3,1.0,3.0,3.0,Yes,10102.0,1988,6/2/2021,"$820,000 ",
3960,Closed,Montgomery County,"$750,000 ",SHERWOOD FOREST MANOR,Colonial,4,3,1.0,3.0,1.0,Yes,11894.0,1989,5/14/2021,"$820,000 ",
3961,Closed,Montgomery County,"$765,000 ",SHERWOOD FOREST MANOR,Colonial,5,3,1.0,3.0,1.0,Yes,12799.0,1990,6/18/2021,"$820,000 ",
3962,Closed,Montgomery County,"$820,000 ",WASHINGTONIAN WOODS,Colonial,4,3,1.0,3.0,1.0,Yes,15233.0,1991,12/28/2020,"$820,000 ",
3963,Closed,Montgomery County,"$739,900 ",GLEN PARK,Ranch/Rambler,4,3,,2.0,1.0,Yes,18953.0,1967,4/27/2021,"$820,500 ",
3964,Closed,Howard County,"$800,000 ",CLARKSVILLE HUNT,Colonial,5,4,1.0,3.0,1.0,Yes,7838.0,2000,5/27/2021,"$822,000 ",
3965,Closed,Montgomery County,"$775,000 ",OLNEY OUTSIDE,Colonial,4,3,1.0,3.0,1.0,Yes,216058.0,1997,5/19/2021,"$822,500 ",$500 
3966,Closed,Montgomery County,"$798,500 ",REDLAND KNOLLS,Colonial,5,3,1.0,3.0,3.0,Yes,25458.0,1989,5/17/2021,"$823,000 ",
3967,Closed,Montgomery County,"$799,900 ",GREENACRES,Colonial,3,2,0.0,2.0,1.0,Yes,5902.0,1940,4/30/2021,"$825,000 ",
3968,Closed,Montgomery County,"$825,000 ",NORTH WOODSIDE,Bungalow,5,3,,3.0,1.0,Yes,7250.0,1922,6/25/2021,"$825,000 ",
3969,Closed,Montgomery County,"$825,000 ",BELLS MILL VILLAGE,Split Foyer,4,3,,2.0,1.0,Yes,13997.0,1969,12/29/2020,"$825,000 ",
3970,Closed,Montgomery County,"$825,000 ",PARKWOOD,Colonial,3,3,1.0,4.0,1.0,Yes,7283.0,1950,1/8/2021,"$825,000 ","$7,000 "
3971,Closed,Montgomery County,"$795,000 ",HIGHLAND STONE,Colonial,5,3,1.0,3.0,1.0,Yes,8836.0,1965,1/15/2021,"$825,000 ","$5,000 "
3972,Closed,Montgomery County,"$825,000 ",FOX HILLS,Colonial,3,2,1.0,3.0,1.0,Yes,10800.0,1967,5/21/2021,"$825,000 ",$700 
3973,Closed,Montgomery County,"$725,000 ",COLLEGE GARDENS,Split Level,5,3,,3.0,1.0,Yes,12060.0,1969,5/12/2021,"$825,000 ",
3974,Closed,Howard County,"$749,999 ",AUTUMN MANOR,Colonial,4,3,1.0,3.0,2.0,Yes,14255.0,1987,6/15/2021,"$825,000 ",
3975,Closed,Charles County,"$825,000 ",DUNLOGGIN,Raised Ranch/Rambler,5,2,1.0,2.0,1.0,Yes,43560.0,1959,6/3/2021,"$825,000 ",
3976,Closed,Montgomery County,"$750,000 ",DUFIEF MILL,Colonial,4,2,1.0,3.0,,Yes,12688.0,1985,3/17/2021,"$825,000 ",
3977,Closed,Montgomery County,"$875,000 ",KENSINGTON VIEW,Craftsman,4,4,1.0,3.0,1.0,Yes,8329.0,1941,2/1/2021,"$825,000 ",
3978,Closed,Montgomery County,"$799,000 ",ASHBURTON,Split Level,6,3,,4.5,1.0,Yes,8005.0,1959,2/5/2021,"$825,000 ",$
3979,Closed,Howard County,"$775,000 ",WOODBINE CROSSING,Bi-Level,4,3,1.0,2.0,1.0,Yes,46174.0,2018,6/1/2021,"$825,000 ",
3980,Closed,Howard County,"$825,000 ",NONE AVAILABLE,Colonial,5,3,2.0,3.0,1.0,Yes,20170.0,2006,3/31/2021,"$825,000 ",
3981,Closed,Howard County,"$899,000 ",FLORENCE ESTATES,Cape Cod,5,3,1.0,3.0,1.0,Yes,132422.0,1988,6/14/2021,"$825,000 ",
3982,Closed,Prince George's County,"$820,000 ",HICKORY PARK,Craftsman,6,4,1.0,3.0,1.0,Yes,22706.0,2013,4/9/2021,"$825,000 ",
3983,Closed,Montgomery County,"$738,000 ",FALLS ORCHARD,Ranch/Rambler,4,3,0.0,2.0,0.0,Yes,9000.0,1964,6/4/2021,"$825,005 ",
3984,Closed,Howard County,"$795,000 ",CLARKS GLEN,Colonial,5,3,1.0,3.0,1.0,Yes,10714.0,1999,5/12/2021,"$826,000 ",
3985,Closed,Montgomery County,"$700,000 ",HORIZON HILL,Split Level,4,2,1.0,3.0,1.0,Yes,12472.0,1974,3/22/2021,"$826,000 ",
3986,Closed,Montgomery County,"$819,900 ",WASHINGTONIAN WOODS,Traditional,4,2,1.0,2.0,1.0,Yes,12654.0,1992,3/10/2021,"$826,375 ",
3987,Closed,Montgomery County,"$779,900 ",TILDEN WOODS,Ranch/Rambler,4,2,1.0,2.0,1.0,Yes,11826.0,1962,6/1/2021,"$826,500 ",
3988,Closed,Montgomery County,"$739,000 ",WILDWOOD MANOR,Split Foyer,4,2,1.0,2.0,2.0,Yes,9000.0,1955,4/14/2021,"$826,918 ",
3989,Closed,Montgomery County,"$725,000 ",WHITE FLINT PARK,Split Foyer,4,1,2.0,2.0,1.0,No,9019.0,1957,4/16/2021,"$827,000 ",
3990,Closed,Montgomery County,"$775,000 ",ANCIENT OAK,Colonial,4,3,1.0,3.0,1.0,Yes,45661.0,1985,4/23/2021,"$827,500 ",
3991,Closed,Montgomery County,"$799,900 ",KENSINGTON,Ranch/Rambler,4,3,,2.0,1.0,Yes,7555.0,1946,3/12/2021,"$827,525 ",
3992,Closed,Montgomery County,"$789,000 ",HOYLES MILL VILLAGE,Colonial,6,4,1.0,3.0,1.0,Yes,9071.0,2004,5/6/2021,"$829,000 ",
3993,Closed,Montgomery County,"$830,000 ",ROCK CREEK HILLS,Colonial,3,2,2.0,3.0,1.0,Yes,5017.0,1979,6/22/2021,"$830,000 ",
3994,Closed,Montgomery County,"$809,900 ",WASHINGTONIAN WOODS,Colonial,4,3,1.0,3.0,1.0,Yes,11610.0,1992,1/29/2021,"$830,000 ",
3995,Closed,Montgomery County,"$759,900 ",POTOMAC CHASE,Colonial,4,4,1.0,3.0,2.0,Yes,15361.0,1980,5/19/2021,"$830,000 ",
3996,Closed,Montgomery County,"$844,900 ",BEALLS,Colonial,4,3,0.0,2.0,2.0,Yes,9459.0,1955,6/22/2021,"$830,000 ","$18,000 "
3997,Closed,Montgomery County,"$730,000 ",FLOWER VALLEY,Split Level,5,3,1.0,4.0,1.0,Yes,16688.0,1984,3/23/2021,"$830,000 ",
3998,Closed,Anne Arundel County,"$849,900 ",NONE AVAILABLE,Craftsman,3,4,1.0,3.0,1.0,Yes,103592.0,2010,5/10/2021,"$830,000 ",
3999,Closed,Montgomery County,"$839,000 ",WEST END PARK,"Colonial, Craftsman",5,3,,4.0,,Yes,9500.0,1951,2/19/2021,"$830,500 ",
4000,Closed,Montgomery County,"$795,000 ",NORTH CHEVY CHASE,Split Level,4,2,1.0,4.0,,Yes,7462.0,1957,6/25/2021,"$831,000 ",
4001,Closed,Montgomery County,"$775,000 ",WATTS BRANCH MEADOWS,Colonial,4,3,1.0,3.0,1.0,Yes,11587.0,1977,5/5/2021,"$831,000 ",
4002,Closed,Montgomery County,"$768,000 ",KINGS CROSSING,Colonial,4,3,1.0,2.0,2.0,Yes,9600.0,2002,6/18/2021,"$831,000 ",
4003,Closed,Montgomery County,"$795,000 ",ELLENWOOD,Colonial,4,3,1.0,3.0,1.0,Yes,16291.0,1983,1/29/2021,"$831,328 ",
4004,Closed,Montgomery County,"$832,000 ",WEST END,Colonial,3,2,0.0,3.0,3.0,Yes,18212.0,1821,4/23/2021,"$832,000 ",
4005,Closed,Montgomery County,"$765,000 ",HIGHLAND STONE,Split Level,5,3,0.0,4.0,1.0,Yes,8088.0,1966,3/22/2021,"$833,000 ",
4006,Closed,Montgomery County,"$774,900 ",ANCIENT OAK,Traditional,4,2,1.0,3.0,2.0,Yes,36977.0,1970,6/11/2021,"$833,500 ",
4007,Closed,Montgomery County,"$724,900 ",CEDARCREST,Ranch/Rambler,4,3,,2.0,2.0,Yes,10974.0,1960,4/12/2021,"$835,000 ",
4008,Closed,Montgomery County,"$819,000 ",REGENCY ESTATES,Ranch/Rambler,5,3,,2.0,1.0,Yes,13262.0,1964,4/13/2021,"$835,000 ",
4009,Closed,Montgomery County,"$849,000 ",AYRLAWN,Cape Cod,4,2,1.0,2.0,1.0,No,6595.0,1945,5/17/2021,"$835,000 ","$3,000 "
4010,Closed,Montgomery County,"$760,000 ",FALLS ORCHARD,Split Level,4,2,1.0,3.0,1.0,No,11649.0,1964,4/30/2021,"$835,000 ",
4011,Closed,Montgomery County,"$795,000 ",OLNEY OUTSIDE,Mid-Century Modern,5,3,1.0,3.0,,Yes,347609.0,1968,6/1/2021,"$835,000 ",
4012,Closed,Montgomery County,"$749,000 ",KINGS CROSSING,Colonial,4,3,1.0,3.0,1.0,Yes,15614.0,2003,5/6/2021,"$836,500 ",
4013,Closed,Montgomery County,"$838,328 ",POPLAR RUN,Colonial,4,4,1.0,3.0,1.0,Yes,6917.0,2016,4/14/2021,"$838,328 ",
4014,Closed,Montgomery County,"$925,000 ",POTOMAC OUTSIDE,Ranch/Rambler,4,2,,2.0,2.0,Yes,28155.0,1972,5/26/2021,"$840,000 ",
4015,Closed,Montgomery County,"$825,000 ",MONTGOMERY HILLS,Cape Cod,5,4,,3.0,1.0,Yes,5984.0,1947,6/24/2021,"$840,000 ",
4016,Closed,Montgomery County,"$840,000 ",ASHBURTON,Split Level,5,2,1.0,5.0,3.0,Yes,9145.0,1959,4/27/2021,"$840,000 ",
4017,Closed,Montgomery County,"$800,000 ",POTOMAC WOODS,Colonial,4,2,1.0,3.0,1.0,Yes,11593.0,1966,5/21/2021,"$840,000 ",
4018,Closed,Montgomery County,"$799,000 ",STRATTON WOODS,"Colonial, Split Level",5,3,,3.0,1.0,Yes,9600.0,1962,1/19/2021,"$840,000 ",
4019,Closed,Frederick County,"$840,000 ",THE PRESERVE AT HARVEST RIDGE,Colonial,4,4,1.0,3.0,1.0,Yes,31096.0,2015,6/8/2021,"$840,000 ","$26,500 "
4020,Closed,Montgomery County,"$795,000 ",REGENCY ESTATES,Ranch/Rambler,4,3,0.0,2.0,1.0,Yes,9924.0,1964,4/9/2021,"$840,483 ",
4021,Closed,Montgomery County,"$725,000 ",ROCK CREEK FOREST,Ranch/Rambler,5,3,,2.0,,Yes,7846.0,1956,4/13/2021,"$842,000 ",
4022,Closed,Montgomery County,"$735,000 ",POTOMAC COMMONS,Colonial,5,2,1.0,3.0,1.0,Yes,11365.0,1973,6/22/2021,"$842,000 ",
4023,Closed,Montgomery County,"$825,000 ",FALLSWOOD,Colonial,4,2,1.0,3.0,1.0,Yes,10500.0,1978,5/14/2021,"$842,338 ",
4024,Closed,Montgomery County,"$799,000 ",PARKWOOD,Traditional,3,2,,3.0,1.0,Yes,8888.0,1947,4/21/2021,"$843,000 ",
4025,Closed,Howard County,"$825,000 ",MCKENDREE ESTATES,Colonial,4,4,1.0,3.0,1.0,Yes,51836.0,1996,6/9/2021,"$843,000 ",
4026,Closed,Montgomery County,"$750,000 ",POTOMAC CHASE,Colonial,4,3,1.0,3.0,2.0,Yes,20686.0,1982,5/14/2021,"$843,500 ",
4027,Closed,Montgomery County,"$890,000 ",SONOMA,Colonial,3,2,1.0,3.0,1.0,Yes,10141.0,1938,2/22/2021,"$845,000 ",
4028,Closed,Montgomery County,"$849,000 ",CHEVY CHASE,Colonial,3,2,2.0,3.0,1.0,Yes,6395.0,1947,1/15/2021,"$845,000 ","$5,000 "
4029,Closed,Howard County,"$845,000 ",MAPLE LAWN,Traditional,3,3,1.0,3.0,1.0,Yes,4400.0,2014,3/12/2021,"$845,000 ",
4030,Closed,Howard County,"$775,000 ",GLENWOOD,Colonial,4,3,1.0,3.0,1.0,Yes,143748.0,1996,3/31/2021,"$845,000 ",
4031,Closed,,"$805,000 ",VILLAGE OF HICKORY RIDGE,Contemporary,6,3,1.0,3.0,2.0,Yes,16012.0,1988,6/18/2021,"$845,000 ",
4032,Closed,Montgomery County,"$839,900 ",PIEDMONT CROSSING,Colonial,4,4,1.0,3.0,1.0,Yes,5917.0,2014,5/25/2021,"$845,000 ",
4033,Closed,Montgomery County,"$815,000 ",OLD FARM,Colonial,3,2,1.0,3.0,2.0,Yes,11391.0,1965,1/15/2021,"$845,250 ",
4034,Closed,Montgomery County,"$780,000 ",FLOWER VALLEY,Colonial,4,3,1.0,3.0,1.0,Yes,21269.0,1967,6/1/2021,"$846,000 ",
4035,Closed,Montgomery County,"$835,000 ",STONEBRIDGE,Colonial,5,3,1.0,3.0,1.0,Yes,8115.0,1988,1/28/2021,"$846,000 ",
4036,Closed,Montgomery County,"$695,000 ",DERWOOD STATION,Colonial,4,3,1.0,3.0,1.0,Yes,12411.0,1985,6/21/2021,"$848,866 ",
4037,Closed,Montgomery County,"$849,000 ",ROCK CREEK FOREST,Colonial,4,3,1.0,3.0,1.0,Yes,6600.0,1948,3/26/2021,"$849,000 ",
4038,Closed,Montgomery County,"$849,900 ",ASHBURTON,Split Level,4,2,1.0,3.0,1.0,Yes,9278.0,1957,6/4/2021,"$849,900 ",
4039,Closed,Montgomery County,"$850,000 ",WILSON KNOLLS,Split Foyer,3,3,,2.0,1.0,Yes,8239.0,1957,1/25/2021,"$850,000 ",
4040,Closed,Montgomery County,"$750,000 ",ROCK CREEK PALISADES,"Contemporary, Mid-Century Modern",5,3,,2.0,2.0,Yes,8975.0,1960,3/26/2021,"$850,000 ",
4041,Closed,Montgomery County,"$779,000 ",WYNGATE,Colonial,3,1,1.0,3.0,1.0,Yes,6900.0,1948,4/7/2021,"$850,000 ",
4042,Closed,Montgomery County,"$835,000 ",WOODSIDE VILLAGE,Cape Cod,5,2,1.0,3.0,1.0,Yes,5715.0,1935,6/10/2021,"$850,000 ",
4043,Closed,Montgomery County,"$799,000 ",COUNTRY CLUB FOREST,Split Level,4,3,,4.0,,Yes,8506.0,1958,6/18/2021,"$850,000 ",
4044,Closed,Montgomery County,"$848,900 ",ASHBURTON,Split Level,5,3,,3.0,1.0,Yes,8454.0,1959,5/10/2021,"$850,000 ",
4045,Closed,Montgomery County,"$750,000 ",POTOMAC OUTSIDE,Ranch/Rambler,5,3,,2.0,3.0,Yes,87120.0,1967,6/14/2021,"$850,000 ",
4046,Closed,Montgomery County,"$769,000 ",TILDEN WOODS,Split Level,4,2,1.0,4.0,1.0,Yes,9981.0,1962,4/9/2021,"$850,000 ",
4047,Closed,Montgomery County,"$796,000 ",REGENCY ESTATES,Colonial,4,2,2.0,3.0,1.0,Yes,8925.0,1968,1/15/2021,"$850,000 ",
4048,Closed,Montgomery County,"$850,000 ",GLEN PARK,Colonial,4,2,1.0,3.0,1.0,Yes,15361.0,1967,6/2/2021,"$850,000 ",
4049,Closed,Montgomery County,"$799,900 ",REGENCY ESTATES,Split Level,4,3,0.0,4.0,1.0,Yes,8623.0,1962,5/28/2021,"$850,000 ",
4050,Closed,Montgomery County,"$850,000 ",HORIZON HILL,Colonial,4,2,1.0,3.0,1.0,Yes,9688.0,1977,3/3/2021,"$850,000 ",
4051,Closed,Montgomery County,"$749,000 ",VALLEYBROOK,Colonial,5,3,1.0,3.0,1.0,Yes,29644.0,1985,6/15/2021,"$850,000 ",
4052,Closed,Montgomery County,"$850,000 ",KING FARM WATKINS POND,"Colonial, Traditional",4,3,1.0,3.0,1.0,Yes,5516.0,2001,4/9/2021,"$850,000 ",
4053,Closed,Montgomery County,"$895,000 ",FOX HILLS,Colonial,4,2,1.0,3.0,1.0,Yes,18750.0,1966,12/31/2020,"$850,000 ",
4054,Closed,Howard County,"$855,000 ",MAPLE LAWN FARMS HILLS,Colonial,5,4,1.0,3.0,1.0,Yes,4937.0,2013,5/21/2021,"$850,000 ",
4055,Closed,Howard County,"$850,000 ",RIVER HILL,Traditional,5,3,1.0,3.0,1.0,Yes,15277.0,1998,6/15/2021,"$850,000 ","$1,000 "
4056,Closed,Montgomery County,"$850,000 ",QUINCE HAVEN,Colonial,4,2,1.0,3.0,1.0,Yes,13950.0,1993,6/14/2021,"$850,000 ",
4057,Closed,Howard County,"$800,000 ",LYNDONBROOK,Colonial,5,3,1.0,3.0,1.0,Yes,33000.0,2001,6/9/2021,"$850,000 ",
4058,Closed,Howard County,"$829,000 ",WORTHINGTON FIELDS,Colonial,5,4,1.0,3.0,1.0,Yes,8300.0,2003,6/10/2021,"$850,000 ",
4059,Closed,Howard County,"$850,000 ",VILLAGE OF RIVER HILL,Colonial,4,3,1.0,3.0,2.0,Yes,14842.0,1995,5/7/2021,"$850,000 ",
4060,Closed,Howard County,"$850,000 ",CLARKSVILLE,Craftsman,4,3,1.0,3.0,1.0,Yes,88862.0,1969,3/5/2021,"$850,000 ","$17,000 "
4061,Closed,Howard County,"$850,000 ",WINCOPIA FARMS,Colonial,5,4,1.0,3.0,1.0,Yes,7210.0,2015,4/22/2021,"$850,000 ",
4062,Closed,Howard County,"$848,000 ",LYNDWOOD MANOR,Colonial,5,3,1.0,3.0,1.0,Yes,17530.0,2000,6/15/2021,"$850,000 ",
4063,Closed,Howard County,"$849,900 ",ESTATES AT PATAPSCO PARK,Colonial,5,5,0.0,3.0,1.0,Yes,6293.0,2018,3/26/2021,"$850,000 ",
4064,Closed,Montgomery County,"$800,000 ",PIEDMONT CROSSING,Colonial,4,4,1.0,2.0,1.0,Yes,5823.0,2013,4/9/2021,"$850,000 ",
4065,Closed,Howard County,"$915,000 ",SYKESVILLE,Contemporary,4,4,2.0,2.0,1.0,Yes,208217.0,1986,3/5/2021,"$850,000 ",
4066,Closed,Montgomery County,"$850,200 ",REGENCY ESTATES,Split Level,5,2,1.0,4.0,1.0,Yes,8905.0,1965,4/6/2021,"$850,200 ",
4067,Closed,Howard County,"$739,900 ",COUNTRYSIDE,"Colonial, Traditional",4,3,1.0,3.0,1.0,Yes,131987.0,1986,5/14/2021,"$851,000 ",
4068,Closed,Montgomery County,"$790,000 ",FLOWER VALLEY,Colonial,5,3,1.0,3.0,1.0,Yes,16589.0,1972,6/24/2021,"$853,000 ",
4069,Closed,Montgomery County,"$859,000 ",KING FARM IRVINGTON,Colonial,5,4,1.0,4.0,1.0,Yes,4271.0,2004,4/22/2021,"$854,000 ",
4070,Closed,Montgomery County,"$799,000 ",FLOWER VALLEY,Colonial,4,3,2.0,3.0,1.0,Yes,21966.0,1968,6/4/2021,"$854,020 ",
4071,Closed,Baltimore County,"$799,000 ",ROSEDALE PARK,"Bungalow, Cape Cod",3,1,0.0,3.0,1.0,Yes,4440.0,1927,4/8/2021,"$855,000 ",
4072,Closed,Montgomery County,"$799,000 ",NORTH BETHESDA GROVE,Split Foyer,5,3,,2.0,1.0,Yes,8179.0,1971,6/21/2021,"$855,000 ",
4073,Closed,Montgomery County,"$750,000 ",CEDAR CREEK ESTATES,Colonial,4,3,1.0,3.0,2.0,Yes,169884.0,1987,6/14/2021,"$855,000 ",
4074,Closed,Howard County,"$799,999 ",PATUXENT SPRINGS,Colonial,5,4,,3.0,2.0,Yes,19994.0,1993,4/30/2021,"$855,000 ",
4075,Closed,Montgomery County,"$825,000 ",NORBECK ESTATES,Colonial,4,4,1.0,3.0,2.0,Yes,15000.0,1990,6/2/2021,"$855,000 ",
4076,Closed,Montgomery County,"$799,000 ",BEDFORDSHIRE,Split Level,5,3,,4.0,1.0,Yes,10639.0,1971,4/29/2021,"$857,500 ",
4077,Closed,Montgomery County,"$699,900 ",BEDFORDSHIRE,Colonial,4,3,1.0,3.0,1.0,Yes,11311.0,1970,4/8/2021,"$858,000 ",
4078,Closed,Howard County,"$850,000 ",GROVEMONT,Colonial,6,4,,3.0,1.0,Yes,16000.0,2001,5/27/2021,"$858,000 ",
4079,Closed,Montgomery County,"$799,000 ",DUFIEF MILL,Colonial,4,2,1.0,3.0,1.0,Yes,11944.0,1986,6/18/2021,"$859,000 ",
4080,Closed,Montgomery County,"$775,000 ",BROOKE GROVE,Colonial,4,3,1.0,3.0,2.0,Yes,182952.0,1978,5/28/2021,"$859,000 ",
4081,Closed,Anne Arundel County,"$859,000 ",MAPLE LAWN,Colonial,5,4,1.0,3.0,1.0,Yes,4050.0,2013,5/14/2021,"$859,900 ",
4082,Closed,Montgomery County,"$859,900 ",KING FARM WATKINS POND,Colonial,4,3,1.0,3.0,1.0,Yes,4673.0,1998,6/24/2021,"$859,900 ",$
4083,Closed,Montgomery County,"$799,000 ",ROCK CREEK FOREST,Ranch/Rambler,4,2,1.0,2.0,1.0,Yes,6377.0,1951,5/21/2021,"$860,000 ",
4084,Closed,Montgomery County,"$799,900 ",BRADMOOR,Colonial,3,2,1.0,3.0,1.0,Yes,5800.0,1941,5/26/2021,"$860,000 ",
4085,Closed,Montgomery County,"$825,000 ",BRADMOOR,Split Level,4,2,1.0,3.5,,Yes,8168.0,1960,3/17/2021,"$860,000 ",
4086,Closed,Montgomery County,"$860,000 ",CHEVY CHASE,Split Level,4,3,,4.0,,Yes,7800.0,1957,3/22/2021,"$860,000 ","$20,000 "
4087,Closed,Montgomery County,"$780,000 ",FALLSMEAD,Colonial,4,2,1.0,2.0,,Yes,27866.0,1971,5/21/2021,"$860,000 ",
4088,Closed,Montgomery County,"$762,000 ",DUFIEF MILL ESTATES,Colonial,4,3,1.0,3.0,1.0,Yes,12549.0,1985,4/30/2021,"$860,000 ",
4089,Closed,Montgomery County,"$800,000 ",POTOMAC WOODS,Split Level,4,2,1.0,3.0,1.0,Yes,13249.0,1964,6/8/2021,"$860,000 ",
4090,Closed,Montgomery County,"$799,000 ",HIGHLAND STONE,Split Level,4,3,1.0,4.0,1.0,Yes,8522.0,1967,12/29/2020,"$860,000 ",
4091,Closed,Montgomery County,"$820,000 ",POTOMAC SPRINGS,Contemporary,5,3,1.0,3.0,1.0,Yes,16092.0,1978,4/29/2021,"$860,000 ",
4092,Closed,Howard County,"$850,000 ",CENTENNIAL,Colonial,4,4,,3.0,1.0,Yes,18356.0,1988,5/14/2021,"$860,000 ",
4093,Closed,Montgomery County,"$855,000 ",QUAIL RUN,Dutch,4,3,1.0,3.0,2.0,Yes,20008.0,1972,5/24/2021,"$860,000 ",
4094,Closed,Montgomery County,"$860,000 ",POTOMAC WOODS,"Split Level, Traditional",6,3,1.0,4.0,1.0,Yes,11385.0,1978,1/5/2021,"$860,000 ","$3,000 "
4095,Closed,Howard County,"$800,000 ",MEADOWOOD,Colonial,5,3,1.0,3.0,1.0,Yes,138956.0,1989,3/19/2021,"$860,000 ",
4096,Closed,Howard County,"$800,000 ",GLENELG,Colonial,5,3,1.0,3.0,1.0,Yes,217800.0,1999,6/18/2021,"$860,000 ",
4097,Closed,Howard County,"$825,000 ",WOODS OF TIBER BRANCH,Colonial,4,3,1.0,3.0,1.0,Yes,8802.0,2006,4/9/2021,"$860,000 ",
4098,Closed,Howard County,"$850,000 ",SAMUEL'S GRANT,Colonial,5,4,1.0,2.0,1.0,Yes,14647.0,2017,4/29/2021,"$860,000 ","$5,000 "
4099,Closed,Prince George's County,"$860,000 ",THE VILLAGES AT WELLINGTON,Colonial,5,5,1.0,3.0,1.0,Yes,12395.0,2005,6/8/2021,"$860,000 ",
4100,Closed,Montgomery County,"$798,000 ",ALTA VISTA GARDENS,Cape Cod,4,3,0.0,3.0,2.0,Yes,8420.0,1951,4/29/2021,"$860,304 ",
4101,Closed,Montgomery County,"$799,000 ",WILDWOOD MANOR,Split Level,3,3,0.0,4.0,1.0,Yes,9000.0,1961,5/5/2021,"$865,000 ",
4102,Closed,Anne Arundel County,"$875,000 ",MAPLE LAWN FARMS HILLS,Colonial,5,3,1.0,3.0,1.0,Yes,7297.0,2010,2/26/2021,"$865,000 ",$450 
4103,Closed,Howard County,"$819,900 ",CATTAIL WOODS,Colonial,4,2,1.0,3.0,1.0,Yes,54014.4,1999,5/12/2021,"$865,000 ",
4104,Closed,Montgomery County,"$825,000 ",QUINCE HAVEN,Contemporary,5,4,,3.0,1.0,Yes,11330.0,1995,5/17/2021,"$865,000 ",
4105,Closed,Howard County,"$850,000 ",GROVEMONT,Colonial,5,4,1.0,3.0,1.0,Yes,16433.0,2002,4/30/2021,"$865,000 ",
